Id,Name,DisplayName,Description,Type,Category,Price,Edibility,IsDrink,SpriteIndex,CanBeGivenAsGift,CanBeTrashed,ExcludeFromShippingCollection,ContextTags
196,Salad,[LocalizedText Strings\Objects:Salad_Name],[LocalizedText Strings\Objects:Salad_Description],Cooking,-7,110,45,False,196,True,True,False,"color_green,food_salad"
197,Cheese Cauliflower,[LocalizedText Strings\Objects:CheeseCauliflower_Name],[LocalizedText Strings\Objects:CheeseCauliflower_Description],Cooking,-7,300,55,False,197,True,True,False,color_white
198,Baked Fish,[LocalizedText Strings\Objects:BakedFish_Name],[LocalizedText Strings\Objects:BakedFish_Description],Cooking,-7,100,30,False,198,True,True,False,color_yellow
199,Parsnip Soup,[LocalizedText Strings\Objects:ParsnipSoup_Name],[LocalizedText Strings\Objects:ParsnipSoup_Description],Cooking,-7,120,34,False,199,True,True,False,color_yellow
200,Vegetable Medley,[LocalizedText Strings\Objects:VegetableMedley_Name],[LocalizedText Strings\Objects:VegetableMedley_Description],Cooking,-7,120,66,False,200,True,True,False,color_green
201,Complete Breakfast,[LocalizedText Strings\Objects:CompleteBreakfast_Name],[LocalizedText Strings\Objects:CompleteBreakfast_Description],Cooking,-7,350,80,False,201,True,True,False,"color_yellow,food_breakfast"
202,Fried Calamari,[LocalizedText Strings\Objects:FriedCalamari_Name],[LocalizedText Strings\Objects:FriedCalamari_Description],Cooking,-7,150,32,False,202,True,True,False,color_yellow
203,Strange Bun,[LocalizedText Strings\Objects:StrangeBun_Name],[LocalizedText Strings\Objects:StrangeBun_Description],Cooking,-7,225,40,False,203,True,True,False,color_pink
204,Lucky Lunch,[LocalizedText Strings\Objects:LuckyLunch_Name],[LocalizedText Strings\Objects:LuckyLunch_Description],Cooking,-7,250,40,False,204,True,True,False,color_yellow
205,Fried Mushroom,[LocalizedText Strings\Objects:FriedMushroom_Name],[LocalizedText Strings\Objects:FriedMushroom_Description],Cooking,-7,200,54,False,205,True,True,False,color_brown
206,Pizza,[LocalizedText Strings\Objects:Pizza_Name],[LocalizedText Strings\Objects:Pizza_Description],Cooking,-7,300,60,False,206,True,True,False,"color_red,food_party"
207,Bean Hotpot,[LocalizedText Strings\Objects:BeanHotpot_Name],[LocalizedText Strings\Objects:BeanHotpot_Description],Cooking,-7,100,50,False,207,True,True,False,color_green
208,Glazed Yams,[LocalizedText Strings\Objects:GlazedYams_Name],[LocalizedText Strings\Objects:GlazedYams_Description],Cooking,-7,200,80,False,208,True,True,False,color_brown
209,Carp Surprise,[LocalizedText Strings\Objects:CarpSurprise_Name],[LocalizedText Strings\Objects:CarpSurprise_Description],Cooking,-7,150,36,False,209,True,True,False,"color_brown,food_seafood"
210,Hashbrowns,[LocalizedText Strings\Objects:Hashbrowns_Name],[LocalizedText Strings\Objects:Hashbrowns_Description],Cooking,-7,120,36,False,210,True,True,False,"color_brown,food_breakfast"
211,Pancakes,[LocalizedText Strings\Objects:Pancakes_Name],[LocalizedText Strings\Objects:Pancakes_Description],Cooking,-7,80,36,False,211,True,True,False,"color_brown,food_breakfast"
212,Salmon Dinner,[LocalizedText Strings\Objects:SalmonDinner_Name],[LocalizedText Strings\Objects:SalmonDinner_Description],Cooking,-7,300,50,False,212,True,True,False,"color_pink,food_seafood"
213,Fish Taco,[LocalizedText Strings\Objects:FishTaco_Name],[LocalizedText Strings\Objects:FishTaco_Description],Cooking,-7,500,66,False,213,True,True,False,"color_yellow,food_party,food_seafood"
214,Crispy Bass,[LocalizedText Strings\Objects:CrispyBass_Name],[LocalizedText Strings\Objects:CrispyBass_Description],Cooking,-7,150,36,False,214,True,True,False,"color_brown,food_seafood"
215,Pepper Poppers,[LocalizedText Strings\Objects:PepperPoppers_Name],[LocalizedText Strings\Objects:PepperPoppers_Description],Cooking,-7,200,52,False,215,True,True,False,"color_brown,food_spicy"
216,Bread,[LocalizedText Strings\Objects:Bread_Name],[LocalizedText Strings\Objects:Bread_Description],Cooking,-7,60,20,False,216,True,True,False,"color_brown,food_bakery"
218,Tom Kha Soup,[LocalizedText Strings\Objects:TomKhaSoup_Name],[LocalizedText Strings\Objects:TomKhaSoup_Description],Cooking,-7,250,70,False,218,True,True,False,"color_white,food_soup"
219,Trout Soup,[LocalizedText Strings\Objects:TroutSoup_Name],[LocalizedText Strings\Objects:TroutSoup_Description],Cooking,-7,100,40,False,219,True,True,False,"color_brown,food_seafood,food_soup"
220,Chocolate Cake,[LocalizedText Strings\Objects:ChocolateCake_Name],[LocalizedText Strings\Objects:ChocolateCake_Description],Cooking,-7,200,60,False,220,True,True,False,"color_brown,food_bakery,food_cake,food_sweet"
221,Pink Cake,[LocalizedText Strings\Objects:PinkCake_Name],[LocalizedText Strings\Objects:PinkCake_Description],Cooking,-7,480,100,False,221,True,True,False,"color_pink,food_bakery,food_sweet"
222,Rhubarb Pie,[LocalizedText Strings\Objects:RhubarbPie_Name],[LocalizedText Strings\Objects:RhubarbPie_Description],Cooking,-7,400,86,False,222,True,True,False,"color_red,food_bakery,food_sweet"
223,Cookie,[LocalizedText Strings\Objects:Cookie_Name],[LocalizedText Strings\Objects:Cookie_Description],Cooking,-7,140,36,False,223,True,True,False,"color_brown,food_bakery,food_sweet"
224,Spaghetti,[LocalizedText Strings\Objects:Spaghetti_Name],[LocalizedText Strings\Objects:Spaghetti_Description],Cooking,-7,120,30,False,224,True,True,False,"color_red,dye_medium,food_pasta"
225,Fried Eel,[LocalizedText Strings\Objects:FriedEel_Name],[LocalizedText Strings\Objects:FriedEel_Description],Cooking,-7,120,30,False,225,True,True,False,"color_yellow,food_seafood"
226,Spicy Eel,[LocalizedText Strings\Objects:SpicyEel_Name],[LocalizedText Strings\Objects:SpicyEel_Description],Cooking,-7,175,46,False,226,True,True,False,"color_red,food_seafood,food_spicy"
227,Sashimi,[LocalizedText Strings\Objects:Sashimi_Name],[LocalizedText Strings\Objects:Sashimi_Description],Cooking,-7,75,30,False,227,True,True,False,"color_pink,food_seafood,food_sushi"
228,Maki Roll,[LocalizedText Strings\Objects:MakiRoll_Name],[LocalizedText Strings\Objects:MakiRoll_Description],Cooking,-7,220,40,False,228,True,True,False,"color_black,food_seafood,food_sushi"
229,Tortilla,[LocalizedText Strings\Objects:Tortilla_Name],[LocalizedText Strings\Objects:Tortilla_Description],Cooking,-7,50,20,False,229,True,True,False,color_brown
230,Red Plate,[LocalizedText Strings\Objects:RedPlate_Name],[LocalizedText Strings\Objects:RedPlate_Description],Cooking,-7,400,96,False,230,True,True,False,color_red
231,Eggplant Parmesan,[LocalizedText Strings\Objects:EggplantParmesan_Name],[LocalizedText Strings\Objects:EggplantParmesan_Description],Cooking,-7,200,70,False,231,True,True,False,"color_red,dye_medium,food_pasta"
232,Rice Pudding,[LocalizedText Strings\Objects:RicePudding_Name],[LocalizedText Strings\Objects:RicePudding_Description],Cooking,-7,260,46,False,232,True,True,False,"color_white,food_sweet"
233,Ice Cream,[LocalizedText Strings\Objects:IceCream_Name],[LocalizedText Strings\Objects:IceCream_Description],Cooking,-7,120,40,False,233,True,True,False,"color_white,food_sweet"
234,Blueberry Tart,[LocalizedText Strings\Objects:BlueberryTart_Name],[LocalizedText Strings\Objects:BlueberryTart_Description],Cooking,-7,150,50,False,234,True,True,False,"color_blue,food_bakery,food_sweet"
235,Autumn's Bounty,[LocalizedText Strings\Objects:AutumnsBounty_Name],[LocalizedText Strings\Objects:AutumnsBounty_Description],Cooking,-7,350,88,False,235,True,True,False,color_brown
236,Pumpkin Soup,[LocalizedText Strings\Objects:PumpkinSoup_Name],[LocalizedText Strings\Objects:PumpkinSoup_Description],Cooking,-7,300,80,False,236,True,True,False,"color_orange,food_soup"
237,Super Meal,[LocalizedText Strings\Objects:SuperMeal_Name],[LocalizedText Strings\Objects:SuperMeal_Description],Cooking,-7,220,64,False,237,True,True,False,color_green
238,Cranberry Sauce,[LocalizedText Strings\Objects:CranberrySauce_Name],[LocalizedText Strings\Objects:CranberrySauce_Description],Cooking,-7,120,50,False,238,True,True,False,"color_red,dye_strong,food_sauce"
239,Stuffing,[LocalizedText Strings\Objects:Stuffing_Name],[LocalizedText Strings\Objects:Stuffing_Description],Cooking,-7,165,68,False,239,True,True,False,"color_brown,food_sauce"
240,Farmer's Lunch,[LocalizedText Strings\Objects:FarmersLunch_Name],[LocalizedText Strings\Objects:FarmersLunch_Description],Cooking,-7,150,80,False,240,True,True,False,color_brown
241,Survival Burger,[LocalizedText Strings\Objects:SurvivalBurger_Name],[LocalizedText Strings\Objects:SurvivalBurger_Description],Cooking,-7,180,50,False,241,True,True,False,"color_brown,food_party"
242,Dish O' The Sea,[LocalizedText Strings\Objects:DishOTheSea_Name],[LocalizedText Strings\Objects:DishOTheSea_Description],Cooking,-7,220,60,False,242,True,True,False,"color_yellow,food_seafood"
243,Miner's Treat,[LocalizedText Strings\Objects:MinersTreat_Name],[LocalizedText Strings\Objects:MinersTreat_Description],Cooking,-7,200,50,False,243,True,True,False,"color_red,food_sweet"
244,Roots Platter,[LocalizedText Strings\Objects:RootsPlatter_Name],[LocalizedText Strings\Objects:RootsPlatter_Description],Cooking,-7,100,50,False,244,True,True,False,color_brown
245,Sugar,[LocalizedText Strings\Objects:Sugar_Name],[LocalizedText Strings\Objects:Sugar_Description],Basic,0,50,10,False,245,True,True,False,"color_white,food_sweet"
246,Wheat Flour,[LocalizedText Strings\Objects:WheatFlour_Name],[LocalizedText Strings\Objects:WheatFlour_Description],Basic,0,50,5,False,246,True,True,False,color_white
247,Oil,[LocalizedText Strings\Objects:Oil_Name],[LocalizedText Strings\Objects:Oil_Description],Basic,0,100,5,True,247,True,True,False,color_yellow
248,Garlic,[LocalizedText Strings\Objects:Garlic_Name],[LocalizedText Strings\Objects:Garlic_Description],Basic,-75,60,8,False,248,True,True,False,"color_white,crop_year_2,dye_medium,season_spring"
250,Kale,[LocalizedText Strings\Objects:Kale_Name],[LocalizedText Strings\Objects:Kale_Description],Basic,-75,110,20,False,250,True,True,False,"color_green,dye_strong,season_spring"
251,Tea Sapling,[LocalizedText Strings\Objects:TeaSapling_Name],[LocalizedText Strings\Objects:TeaSapling_Description],Basic,-74,250,-300,False,251,True,True,False,
252,Rhubarb,[LocalizedText Strings\Objects:Rhubarb_Name],[LocalizedText Strings\Objects:Rhubarb_Description],Basic,-79,220,-300,False,252,True,True,False,"color_red,dye_medium,season_spring"
253,Triple Shot Espresso,[LocalizedText Strings\Objects:TripleShotEspresso_Name],[LocalizedText Strings\Objects:TripleShotEspresso_Description],Cooking,-7,450,3,True,253,True,True,False,"color_dark_brown,dye_strong,coffee_item"
254,Melon,[LocalizedText Strings\Objects:Melon_Name],[LocalizedText Strings\Objects:Melon_Description],Basic,-79,250,45,False,254,True,True,False,"color_pink,dye_medium,season_summer"
256,Tomato,[LocalizedText Strings\Objects:Tomato_Name],[LocalizedText Strings\Objects:Tomato_Description],Basic,-75,60,8,False,256,True,True,False,"color_red,dye_medium,season_summer"
257,Morel,[LocalizedText Strings\Objects:Morel_Name],[LocalizedText Strings\Objects:Morel_Description],Basic,-81,150,8,False,257,True,True,False,"color_brown,edible_mushroom,forage_item,forage_item_cave,forage_item_secret,season_spring"
258,Blueberry,[LocalizedText Strings\Objects:Blueberry_Name],[LocalizedText Strings\Objects:Blueberry_Description],Basic,-79,50,10,False,258,True,True,False,"color_blue,dye_strong,season_summer"
259,Fiddlehead Fern,[LocalizedText Strings\Objects:FiddleheadFern_Name],[LocalizedText Strings\Objects:FiddleheadFern_Description],Basic,-75,90,10,False,259,True,True,False,"color_green,dye_strong,forage_item,forage_item_secret,season_summer"
260,Hot Pepper,[LocalizedText Strings\Objects:HotPepper_Name],[LocalizedText Strings\Objects:HotPepper_Description],Basic,-79,40,5,False,260,True,True,False,"color_red,dye_medium,season_summer"
261,Warp Totem: Desert,[LocalizedText Strings\Objects:WarpTotemDesert_Name],[LocalizedText Strings\Objects:WarpTotemDesert_Description],Crafting,0,20,-300,False,261,True,True,False,"color_brown,not_placeable,totem_item"
262,Wheat,[LocalizedText Strings\Objects:Wheat_Name],[LocalizedText Strings\Objects:Wheat_Description],Basic,-75,25,-300,False,262,True,True,False,color_yellow
264,Radish,[LocalizedText Strings\Objects:Radish_Name],[LocalizedText Strings\Objects:Radish_Description],Basic,-75,90,18,False,264,True,True,False,"color_red,dye_medium,season_summer"
265,Seafoam Pudding,[LocalizedText Strings\Objects:SeafoamPudding_Name],[LocalizedText Strings\Objects:SeafoamPudding_Description],Cooking,-7,300,70,False,265,True,True,False,"color_blue,food_seafood"
266,Red Cabbage,[LocalizedText Strings\Objects:RedCabbage_Name],[LocalizedText Strings\Objects:RedCabbage_Description],Basic,-75,260,30,False,266,True,True,False,"color_purple,crop_year_2,dye_medium,season_summer"
267,Flounder,[LocalizedText Strings\Objects:Flounder_Name],[LocalizedText Strings\Objects:Flounder_Description],Fish,-4,100,15,False,267,True,True,False,"color_brown,fish_has_roe,fish_ocean,season_spring,season_summer"
268,Starfruit,[LocalizedText Strings\Objects:Starfruit_Name],[LocalizedText Strings\Objects:Starfruit_Description],Basic,-79,750,50,False,268,True,True,False,color_yellow
269,Midnight Carp,[LocalizedText Strings\Objects:MidnightCarp_Name],[LocalizedText Strings\Objects:MidnightCarp_Description],Fish,-4,150,20,False,269,True,True,False,"color_iridium,fish_has_roe,fish_lake,season_fall,season_winter"
270,Corn,[LocalizedText Strings\Objects:Corn_Name],[LocalizedText Strings\Objects:Corn_Description],Basic,-75,50,10,False,270,True,True,False,"color_yellow,dye_medium,season_fall,season_summer"
271,Unmilled Rice,[LocalizedText Strings\Objects:UnmilledRice_Name],[LocalizedText Strings\Objects:UnmilledRice_Description],Basic,-75,30,1,False,271,True,True,False,"color_brown,crop_year_2,season_spring"
272,Eggplant,[LocalizedText Strings\Objects:Eggplant_Name],[LocalizedText Strings\Objects:Eggplant_Description],Basic,-75,60,8,False,272,True,True,False,"color_purple,dye_medium,season_fall"
273,Rice Shoot,[LocalizedText Strings\Objects:RiceShoot_Name],[LocalizedText Strings\Objects:RiceShoot_Description],Seeds,-74,20,-300,False,273,True,True,False,
274,Artichoke,[LocalizedText Strings\Objects:Artichoke_Name],[LocalizedText Strings\Objects:Artichoke_Description],Basic,-75,160,12,False,274,True,True,False,"color_green,crop_year_2,dye_medium,season_fall"
275,Artifact Trove,[LocalizedText Strings\Objects:ArtifactTrove_Name],[LocalizedText Strings\Objects:ArtifactTrove_Description],Basic,0,0,-300,False,275,True,True,False,geode_crusher_ignored
276,Pumpkin,[LocalizedText Strings\Objects:Pumpkin_Name],[LocalizedText Strings\Objects:Pumpkin_Description],Basic,-75,320,-300,False,276,True,True,False,"color_orange,dye_medium,season_fall"
277,Wilted Bouquet,[LocalizedText Strings\Objects:WiltedBouquet_Name],[LocalizedText Strings\Objects:WiltedBouquet_Description],Basic,0,100,-300,False,277,True,True,False,
278,Bok Choy,[LocalizedText Strings\Objects:BokChoy_Name],[LocalizedText Strings\Objects:BokChoy_Description],Basic,-75,80,10,False,278,True,True,False,"color_green,dye_medium,season_fall"
279,Magic Rock Candy,[LocalizedText Strings\Objects:MagicRockCandy_Name],[LocalizedText Strings\Objects:MagicRockCandy_Description],Cooking,-7,5000,200,False,279,True,True,False,
280,Yam,[LocalizedText Strings\Objects:Yam_Name],[LocalizedText Strings\Objects:Yam_Description],Basic,-75,160,18,False,280,True,True,False,"color_brown,dye_medium,season_fall"
281,Chanterelle,[LocalizedText Strings\Objects:Chanterelle_Name],[LocalizedText Strings\Objects:Chanterelle_Description],Basic,-81,160,30,False,281,True,True,False,"color_orange,edible_mushroom,forage_item,forage_item_cave,forage_item_secret,season_fall"
282,Cranberries,[LocalizedText Strings\Objects:Cranberries_Name],[LocalizedText Strings\Objects:Cranberries_Description],Basic,-79,75,15,False,282,True,True,False,"color_red,dye_strong,season_fall"
283,Holly,[LocalizedText Strings\Objects:Holly_Name],[LocalizedText Strings\Objects:Holly_Description],Basic,-81,80,-15,False,283,True,True,False,"color_red,forage_item,season_winter"
284,Beet,[LocalizedText Strings\Objects:Beet_Name],[LocalizedText Strings\Objects:Beet_Description],Basic,-75,100,12,False,284,True,True,False,"color_dark_purple,dye_strong,season_fall"
286,Cherry Bomb,[LocalizedText Strings\Objects:CherryBomb_Name],[LocalizedText Strings\Objects:CherryBomb_Description],Crafting,-8,50,-300,False,286,True,True,False,"bomb_item,color_red"
287,Bomb,[LocalizedText Strings\Objects:Bomb_Name],[LocalizedText Strings\Objects:Bomb_Description],Crafting,-8,50,-300,False,287,True,True,False,"bomb_item,color_black"
288,Mega Bomb,[LocalizedText Strings\Objects:MegaBomb_Name],[LocalizedText Strings\Objects:MegaBomb_Description],Crafting,-8,50,-300,False,288,True,True,False,"bomb_item,color_red"
289,Ostrich Egg,[LocalizedText Strings\Objects:OstrichEgg_Name],[LocalizedText Strings\Objects:OstrichEgg_Description],Basic,-5,600,15,False,289,True,True,False,"color_white,egg_item,large_egg_item"
290,Stone,[LocalizedText Strings\Objects:IronStone_Name],[LocalizedText Strings\Objects:IronStone_Description],Litter,-999,0,-300,False,290,True,True,False,
292,Mahogany Seed,[LocalizedText Strings\Objects:MahoganySeed_Name],[LocalizedText Strings\Objects:MahoganySeed_Description],Crafting,-74,100,-300,False,292,True,True,False,"color_brown,tree_seed_item"
293,Brick Floor,[LocalizedText Strings\Objects:BrickFloor_Name],[LocalizedText Strings\Objects:BrickFloor_Description],Crafting,-24,1,-300,False,293,True,True,False,
294,Twig,[LocalizedText Strings\Objects:Twig_Name],[LocalizedText Strings\Objects:Twig_Description],Litter,-999,0,-300,False,294,True,True,False,
295,Twig,[LocalizedText Strings\Objects:Twig_Name],[LocalizedText Strings\Objects:Twig_Description],Litter,-999,0,-300,False,295,True,True,False,
296,Salmonberry,[LocalizedText Strings\Objects:Salmonberry_Name],[LocalizedText Strings\Objects:Salmonberry_Description],Basic,-79,5,10,False,296,True,True,False,color_red
297,Grass Starter,[LocalizedText Strings\Objects:GrassStarter_Name],[LocalizedText Strings\Objects:GrassStarter_Description],Crafting,0,50,-300,False,297,True,True,False,use_reverse_name_for_sorting
298,Hardwood Fence,[LocalizedText Strings\Objects:HardwoodFence_Name],[LocalizedText Strings\Objects:HardwoodFence_Description],Crafting,-8,10,-300,False,298,True,True,False,
299,Amaranth Seeds,[LocalizedText Strings\Objects:AmaranthSeeds_Name],[LocalizedText Strings\Objects:AmaranthSeeds_Description],Seeds,-74,35,-300,False,299,True,True,False,
300,Amaranth,[LocalizedText Strings\Objects:Amaranth_Name],[LocalizedText Strings\Objects:Amaranth_Description],Basic,-75,150,20,False,300,True,True,False,"color_pale_violet_red,dye_medium,season_fall"
301,Grape Starter,[LocalizedText Strings\Objects:GrapeStarter_Name],[LocalizedText Strings\Objects:GrapeStarter_Description],Seeds,-74,30,-300,False,301,True,True,False,
302,Hops Starter,[LocalizedText Strings\Objects:HopsStarter_Name],[LocalizedText Strings\Objects:HopsStarter_Description],Seeds,-74,30,-300,False,302,True,True,False,
303,Pale Ale,[LocalizedText Strings\Objects:PaleAle_Name],[LocalizedText Strings\Objects:PaleAle_Description],Basic,-26,300,20,True,303,True,True,False,"alcohol_item,color_gold"
304,Hops,[LocalizedText Strings\Objects:Hops_Name],[LocalizedText Strings\Objects:Hops_Description],Basic,-75,25,18,False,304,True,True,False,color_green
305,Void Egg,[LocalizedText Strings\Objects:VoidEgg_Name],[LocalizedText Strings\Objects:VoidEgg_Description],Basic,-5,65,-15,False,305,True,True,False,"color_black,egg_item"
306,Mayonnaise,[LocalizedText Strings\Objects:Mayonnaise_Name],[LocalizedText Strings\Objects:Mayonnaise_Description],Basic,-26,190,20,True,306,True,True,False,"color_white,mayo_item"
307,Duck Mayonnaise,[LocalizedText Strings\Objects:DuckMayonnaise_Name],[LocalizedText Strings\Objects:DuckMayonnaise_Description],Basic,-26,375,30,True,307,True,True,False,"color_white,mayo_item,use_reverse_name_for_sorting"
308,Void Mayonnaise,[LocalizedText Strings\Objects:VoidMayonnaise_Name],[LocalizedText Strings\Objects:VoidMayonnaise_Description],Basic,-26,275,-30,True,308,True,True,False,"color_red,mayo_item,use_reverse_name_for_sorting"
309,Acorn,[LocalizedText Strings\Objects:Acorn_Name],[LocalizedText Strings\Objects:Acorn_Description],Crafting,-74,20,-300,False,309,True,True,False,"color_brown,tree_seed_item"
310,Maple Seed,[LocalizedText Strings\Objects:MapleSeed_Name],[LocalizedText Strings\Objects:MapleSeed_Description],Crafting,-74,5,-300,False,310,True,True,False,"color_brown,tree_seed_item"
311,Pine Cone,[LocalizedText Strings\Objects:PineCone_Name],[LocalizedText Strings\Objects:PineCone_Description],Crafting,-74,5,-300,False,311,True,True,False,"color_brown,tree_seed_item"
313,Weeds,[LocalizedText Strings\Objects:Weeds_FiberOrMixedSeeds_Name],[LocalizedText Strings\Objects:Weeds_FiberOrMixedSeeds_Description],Litter,-999,0,-300,False,313,True,True,False,
314,Weeds,[LocalizedText Strings\Objects:Weeds_FiberOrMixedSeeds_Name],[LocalizedText Strings\Objects:Weeds_FiberOrMixedSeeds_Description],Litter,-999,0,-300,False,314,True,True,False,
315,Weeds,[LocalizedText Strings\Objects:Weeds_FiberOrMixedSeeds_Name],[LocalizedText Strings\Objects:Weeds_FiberOrMixedSeeds_Description],Litter,-999,0,-300,False,315,True,True,False,
316,Weeds,[LocalizedText Strings\Objects:Weeds_FiberOrMixedSeeds_Name],[LocalizedText Strings\Objects:Weeds_FiberOrMixedSeeds_Description],Litter,-999,0,-300,False,316,True,True,False,
317,Weeds,[LocalizedText Strings\Objects:Weeds_FiberOrMixedSeeds_Name],[LocalizedText Strings\Objects:Weeds_FiberOrMixedSeeds_Description],Litter,-999,0,-300,False,317,True,True,False,
318,Weeds,[LocalizedText Strings\Objects:Weeds_FiberOrMixedSeeds_Name],[LocalizedText Strings\Objects:Weeds_FiberOrMixedSeeds_Description],Litter,-999,0,-300,False,318,True,True,False,
319,Weeds,[LocalizedText Strings\Objects:IceCrystal_Name],[LocalizedText Strings\Objects:IceCrystal_Description],Litter,-999,0,-300,False,319,True,True,False,
320,Weeds,[LocalizedText Strings\Objects:IceCrystal_Name],[LocalizedText Strings\Objects:IceCrystal_Description],Litter,-999,0,-300,False,320,True,True,False,
321,Weeds,[LocalizedText Strings\Objects:IceCrystal_Name],[LocalizedText Strings\Objects:IceCrystal_Description],Litter,-999,0,-300,False,321,True,True,False,
322,Wood Fence,[LocalizedText Strings\Objects:WoodFence_Name],[LocalizedText Strings\Objects:WoodFence_Description],Crafting,-8,1,-300,False,322,True,True,False,
323,Stone Fence,[LocalizedText Strings\Objects:StoneFence_Name],[LocalizedText Strings\Objects:StoneFence_Description],Crafting,-8,2,-300,False,323,True,True,False,
324,Iron Fence,[LocalizedText Strings\Objects:IronFence_Name],[LocalizedText Strings\Objects:IronFence_Description],Crafting,-8,6,-300,False,324,True,True,False,
325,Gate,[LocalizedText Strings\Objects:Gate_Name],[LocalizedText Strings\Objects:Gate_Description],Crafting,-8,4,-300,False,325,True,True,False,
326,Dwarvish Translation Guide,[LocalizedText Strings\Objects:DwarvishTranslationGuide_Name],[LocalizedText Strings\Objects:DwarvishTranslationGuide_Description],Crafting,-8,50,-300,False,326,True,True,False,
328,Wood Floor,[LocalizedText Strings\Objects:WoodFloor_Name],[LocalizedText Strings\Objects:WoodFloor_Description],Crafting,-24,1,-300,False,328,True,True,False,
329,Stone Floor,[LocalizedText Strings\Objects:StoneFloor_Name],[LocalizedText Strings\Objects:StoneFloor_Description],Crafting,-24,1,-300,False,329,True,True,False,
330,Clay,[LocalizedText Strings\Objects:Clay_Name],[LocalizedText Strings\Objects:Clay_Description],Basic,-16,20,-300,False,330,True,True,False,color_brown
331,Weathered Floor,[LocalizedText Strings\Objects:WeatheredFloor_Name],[LocalizedText Strings\Objects:WeatheredFloor_Description],Crafting,-24,1,-300,False,331,True,True,False,
333,Crystal Floor,[LocalizedText Strings\Objects:CrystalFloor_Name],[LocalizedText Strings\Objects:CrystalFloor_Description],Crafting,-24,1,-300,False,333,True,True,False,
334,Copper Bar,[LocalizedText Strings\Objects:CopperBar_Name],[LocalizedText Strings\Objects:CopperBar_Description],Basic,-15,60,-300,False,334,True,True,False,"color_copper,furnace_item,use_reverse_name_for_sorting"
335,Iron Bar,[LocalizedText Strings\Objects:IronBar_Name],[LocalizedText Strings\Objects:IronBar_Description],Basic,-15,120,-300,False,335,True,True,False,"color_iron,furnace_item,use_reverse_name_for_sorting"
336,Gold Bar,[LocalizedText Strings\Objects:GoldBar_Name],[LocalizedText Strings\Objects:GoldBar_Description],Basic,-15,250,-300,False,336,True,True,False,"color_gold,furnace_item,use_reverse_name_for_sorting"
337,Iridium Bar,[LocalizedText Strings\Objects:IridiumBar_Name],[LocalizedText Strings\Objects:IridiumBar_Description],Basic,-15,1000,-300,False,337,True,True,False,"color_iridium,furnace_item,use_reverse_name_for_sorting"
338,Refined Quartz,[LocalizedText Strings\Objects:RefinedQuartz_Name],[LocalizedText Strings\Objects:RefinedQuartz_Description],Basic,-15,50,-300,False,338,True,True,False,"color_iridium,furnace_item"
340,Honey,[LocalizedText Strings\Objects:Honey_Name],[LocalizedText Strings\Objects:Honey_Description],Basic,-26,100,-300,False,340,True,True,False,"color_yellow,honey_item,use_reverse_name_for_sorting"
341,Tea Set,[LocalizedText Strings\Objects:TeaSet_Name],[LocalizedText Strings\Objects:TeaSet_Description],Basic,-24,200,-300,False,341,True,True,False,
342,Pickles,[LocalizedText Strings\Objects:Pickles_Name],[LocalizedText Strings\Objects:Pickles_Description],Basic,-26,100,-300,True,128,True,True,False,"color_green,pickle_item"
343,Stone,[LocalizedText Strings\Objects:Stone_NodeStoneOnly_Name],[LocalizedText Strings\Objects:Stone_NodeStoneOnly_Description],Litter,-999,0,-300,False,343,True,True,False,
344,Jelly,[LocalizedText Strings\Objects:Jelly_Name],[LocalizedText Strings\Objects:Jelly_Description],Basic,-26,160,-300,True,130,True,True,False,"color_dark_red,jelly_item,use_reverse_name_for_sorting"
346,Beer,[LocalizedText Strings\Objects:Beer_Name],[LocalizedText Strings\Objects:Beer_Description],Basic,-26,200,20,True,346,True,True,False,"alcohol_item,color_yellow"
347,Rare Seed,[LocalizedText Strings\Objects:RareSeed_Name],[LocalizedText Strings\Objects:RareSeed_Description],Seeds,-74,200,-300,False,347,True,True,False,
348,Wine,[LocalizedText Strings\Objects:Wine_Name],[LocalizedText Strings\Objects:Wine_Description],Basic,-26,400,20,True,123,True,True,False,"alcohol_item,color_dark_purple,drink_item,use_reverse_name_for_sorting"
349,Energy Tonic,[LocalizedText Strings\Objects:EnergyTonic_Name],[LocalizedText Strings\Objects:EnergyTonic_Description],Crafting,0,500,200,True,349,True,True,False,"color_red,medicine_item"
350,Juice,[LocalizedText Strings\Objects:Juice_Name],[LocalizedText Strings\Objects:Juice_Description],Basic,-26,150,30,True,125,True,True,False,"color_green,drink_item,juice_item,use_reverse_name_for_sorting"
351,Muscle Remedy,[LocalizedText Strings\Objects:MuscleRemedy_Name],[LocalizedText Strings\Objects:MuscleRemedy_Description],Crafting,0,500,20,True,351,True,True,False,"color_dark_yellow,medicine_item"
368,Basic Fertilizer,[LocalizedText Strings\Objects:BasicFertilizer_Name],[LocalizedText Strings\Objects:BasicFertilizer_Description],Basic,-19,2,-300,False,368,True,True,False,"color_brown,fertilizer_item,use_reverse_name_for_sorting"
369,Quality Fertilizer,[LocalizedText Strings\Objects:QualityFertilizer_Name],[LocalizedText Strings\Objects:QualityFertilizer_Description],Basic,-19,10,-300,False,369,True,True,False,"color_brown,quality_fertilizer_item,use_reverse_name_for_sorting"
